,id,cast,qpos,lons,lats,juld
371,2900114.0,145.0,8.0,86.6597664177995,-63.2871782488781,22101.3546875119
372,2900114.0,144.0,8.0,86.7245317199801,-63.4314559654955,22094.3606134355
373,2900114.0,151.0,8.0,86.2715197124221,-62.4222807458926,22143.2818634212
374,2900114.0,122.0,8.0,95.8028900775933,-64.4662980780532,21940.0604282431
375,2900114.0,37.0,8.0,114.335084832467,-63.653174602524,21344.1819213033
376,2900114.0,120.0,8.0,96.4037989632349,-64.4843879371037,21926.0847453773
377,2900114.0,98.0,8.0,103.012062405772,-64.6833241770243,21772.3925694525
378,2900114.0,97.0,8.0,103.312532525035,-64.6923695784757,21765.4043634236
379,2900114.0,96.0,8.0,103.613097693639,-64.7014178413081,21758.4139467776
380,2900114.0,95.0,8.0,103.913847491893,-64.7104716622614,21751.4192360938
381,2900114.0,94.0,8.0,104.214484820138,-64.7195220973993,21744.4271411896
